"","coffeid","typeid","value"
"10368",648,16,"m"
"10369",649,1,"Arabica"
"10370",649,2,"exportadora de cafe condor s.a"
"10371",649,3,"Colombia"
"10372",649,4,""
"10373",649,5,"trilladora boananza"
"10374",649,6,"exportadora de cafe condor s.a"
"10375",649,7,"huila"
"10376",649,8,""
"10377",649,9,"70 kg"
"10378",649,10,"AlmacafÃ©"
"10379",649,11,"2013"
"10380",649,12,"Caturra"
"10381",649,13,"Washed / Wet"
"10382",649,14,"Green"
"10383",649,15,"AlmacafÃ©"
"10384",649,16,"m"
"10385",650,1,"Arabica"
"10386",650,2,"guillermo rojas saldana"
"10387",650,3,"Mexico"
"10388",650,4,"jamaica"
"10389",650,5,"cuauhtemoc 321 col. trinidad de las huertas"
"10390",650,6,""
"10391",650,7,"oaxaca"
"10392",650,8,"GUILLERMO ROJAS SALDAÃ‘A"
"10393",650,9,"1 kg"
"10394",650,10,"AMECAFE"
"10395",650,11,"2012"
"10396",650,12,"Typica"
"10397",650,13,"Washed / Wet"
"10398",650,14,"Green"
"10399",650,15,"AMECAFE"
"10400",650,16,"m"
"10401",651,1,"Arabica"
"10402",651,2,"organizaciones de productores de cafe colimense"
"10403",651,3,"Mexico"
"10404",651,4,"la timbuchera"
"10405",651,5,""
"10406",651,6,"703815218"
"10407",651,7,"703815197"
"10408",651,8,"organizaciones de productores de cafe colimense sa de cv"
"10409",651,9,"colima"
"10410",651,10,"FEDERICO ENCISO MICHEL"
"10411",651,11," LEODAN ENCISO FIGUEROA"
"10412",651,12,"1 kg"
"10413",651,13,"AMECAFE"
"10414",651,14,"7.5"
"10415",651,15,"0"
"10416",651,16,"0"
"10417",652,1,"Arabica"
"10418",652,2,"racafe & cia s.c.a"
"10419",652,3,"Colombia"
"10420",652,4,""
"10421",652,5,""
"10422",652,6,"c.i.racafe & cia s.c.a"
"10423",652,7,"huila"
"10424",652,8,"LA PLATA"
"10425",652,9,"70 kg"
"10426",652,10,"AlmacafÃ©"
"10427",652,11,"2012"
"10428",652,12,"Caturra"
"10429",652,13,"Washed / Wet"
"10430",652,14,"Green"
"10431",652,15,"AlmacafÃ©"
"10432",652,16,"m"
"10433",653,1,"Arabica"
"10434",653,2,"nucoffee"
"10435",653,3,"Brazil"
"10436",653,4,"fazenda chamusca"
"10437",653,5,""
"10438",653,6,""
"10439",653,7,"south of minas"
"10440",653,8,"Mario Garcia Reis Neto"
"10441",653,9,"60 kg"
"10442",653,10,"NUCOFFEE"
"10443",653,11,"2011"
"10444",653,12,"Mundo Novo"
"10445",653,13,""
"10446",653,14,""
"10447",653,15,"NUCOFFEE"
"10448",653,16,"m"
"10449",654,1,"Arabica"
"10450",654,2,"ipanema coffees"
"10451",654,3,"Brazil"
"10452",654,4,"fazenda capoeirnha"
"10453",654,5,"dry mill"
"10454",654,6,"ipanema coffees"
"10455",654,7,"south of minas"
"10456",654,8,"Ipanema Agricola S.A"
"10457",654,9,"60 kg"
"10458",654,10,"Brazil Specialty Coffee Association"
"10459",654,11,"2017 / 2018"
"10460",654,12,"Bourbon"
"10461",654,13,"Natural / Dry"
"10462",654,14,"Green"
"10463",654,15,"Brazil Specialty Coffee Association"
"10464",654,16,"m"
"10465",655,1,"Arabica"
"10466",655,2,"sanjava coffee"
"10467",655,3,"Indonesia"
"10468",655,4,"various"
"10469",655,5,"dry hull"
"10470",655,6,"pt. shriya artha nusantara"
"10471",655,7,"bali"
"10472",655,8,"vary"
"10473",655,9,"1 kg"
"10474",655,10,"Specialty Coffee Association of Indonesia"
"10475",655,11,"2017"
"10476",655,12,"Other"
"10477",655,13,"Washed / Wet"
"10478",655,14,"Green"
"10479",655,15,"Specialty Coffee Association of Indonesia"
"10480",655,16,"m"
"10481",656,1,"Arabica"
"10482",656,2,"elsy reyes"
"10483",656,3,"Honduras"
"10484",656,4,"las cuchillas"
"10485",656,5,"cigrah s.a de c.v."
"10486",656,6,"cigrah"
"10487",656,7,"comayagua"
"10488",656,8,"Nahun Maldonado"
"10489",656,9,"69 kg"
"10490",656,10,"Instituto HondureÃ±o del CafÃ©"
"10491",656,11,"2017"
"10492",656,12,"Caturra"
"10493",656,13,"Washed / Wet"
"10494",656,14,"Green"
"10495",656,15,"Instituto HondureÃ±o del CafÃ©"
"10496",656,16,"m"
"10497",657,1,"Arabica"
"10498",657,2,"juan luis alvarado romero"
"10499",657,3,"Guatemala"
"10500",657,4,"la esperanza"
"10501",657,5,"beneficio ixchel"
"10502",657,6,"unex guatemala, s.a."
"10503",657,7,"oriente"
"10504",657,8,"MARGARITA AVILA DE NUYENS"
"10505",657,9,"69 kg"
"10506",657,10,"Asociacion Nacional Del CafÃ©"
"10507",657,11,"2016"
"10508",657,12,"Bourbon"
"10509",657,13,"Washed / Wet"
"10510",657,14,"Green"
"10511",657,15,"Asociacion Nacional Del CafÃ©"
"10512",657,16,"ft"
"10513",658,1,"Arabica"
"10514",658,2,"doi tung development project"
"10515",658,3,"Thailand"
"10516",658,4,""
"10517",658,5,""
"10518",658,6,"doi tung development project"
"10519",658,7,"thailand"
"10520",658,8,"Doi Tung Development Project"
"10521",658,9,"1 kg"
"10522",658,10,"Specialty Coffee Association"
"10523",658,11,"2014"
"10524",658,12,""
"10525",658,13,"Washed / Wet"
"10526",658,14,"Green"
"10527",658,15,"Specialty Coffee Association"
"10528",658,16,"m"
"10529",659,1,"Arabica"
"10530",659,2,"???? koju matsuzawa"
"10531",659,3,"Thailand"
"10532",659,4,""
"10533",659,5,""
"10534",659,6,"coffeas co., ltd"
"10535",659,7,"chiangrai"
"10536",659,8,"Coffeas Co., Ltd."
"10537",659,9,"20 kg"
"10538",659,10,"Specialty Coffee Institute of Asia"
"10539",659,11,"2014"
"10540",659,12,"Caturra"
"10541",659,13,"Washed / Wet"
"10542",659,14,""
"10543",659,15,"Specialty Coffee Institute of Asia"
"10544",659,16,"m"
"10545",660,1,"Arabica"
"10546",660,2,"shah plantations"
"10547",660,3,"Tanzania, United Republic Of"
"10548",660,4,"shah plantation"
"10549",660,5,"shah plantation"
"10550",660,6,"shah plantations"
"10551",660,7,"karatu arusha"
"10552",660,8,"Shah Plantations"
"10553",660,9,"60 kg"
"10554",660,10,"Africa Fine Coffee Association"
"10555",660,11,"2014"
"10556",660,12,"Other"
"10557",660,13,"Washed / Wet"
"10558",660,14,"Green"
"10559",660,15,"Africa Fine Coffee Association"
"10560",660,16,"m"
"10561",661,1,"Arabica"
"10562",661,2,"amkeni gourmet coffee group"
"10563",661,3,"Tanzania, United Republic Of"
"10564",661,4,"amkeni"
"10565",661,5,"amkeni gourmet coffee group"
"10566",661,6,"amkeni gourmet coffee group"
"10567",661,7,"moshi"
"10568",661,8,"Amkeni Gourmet Coffee Group"
"10569",661,9,"60 kg"
"10570",661,10,"Africa Fine Coffee Association"
"10571",661,11,"2014"
"10572",661,12,"Other"
"10573",661,13,"Washed / Wet"
"10574",661,14,"Bluish-Green"
"10575",661,15,"Africa Fine Coffee Association"
"10576",661,16,"m"
"10577",662,1,"Arabica"
"10578",662,2,"lusso lab"
"10579",662,3,"Mexico"
"10580",662,4,"finca san el retiro"
"10581",662,5,""
"10582",662,6,"lusso coffee lab"
"10583",662,7,"chiapas"
"10584",662,8,"Santiago & Rosaura Arguello Campos"
"10585",662,9,"2 kg"
"10586",662,10,"Specialty Coffee Association"
"10587",662,11,"2013"
"10588",662,12,"Other"
"10589",662,13,"Washed / Wet"
"10590",662,14,"Green"
"10591",662,15,"Specialty Coffee Association"
"10592",662,16,"m"
"10593",663,1,"Arabica"
"10594",663,2,"ipanema coffees"
"10595",663,3,"Brazil"
"10596",663,4,"fazenda rio verde"
"10597",663,5,"ipanema coffees"
"10598",663,6,"ipanema coffees"
"10599",663,7,"south of minas"
"10600",663,8,"Ipanema Coffees"
"10601",663,9,"60 kg"
"10602",663,10,"Specialty Coffee Association"
"10603",663,11,"2013/2014"
"10604",663,12,"Yellow Bourbon"
"10605",663,13,"Semi-washed / Semi-pulped"
"10606",663,14,"Bluish-Green"
"10607",663,15,"Specialty Coffee Association"
"10608",663,16,"m"
"10609",664,1,"Arabica"
"10610",664,2,"juan luis alvarado romero"
"10611",664,3,"Guatemala"
"10612",664,4,"la union monte verde"
"10613",664,5,"beneficio ixchel"
"10614",664,6,"unex guatemala, s.a."
"10615",664,7,"oriente"
"10616",664,8,"AGRICOLA MONTE VERDE, S.A."
"10617",664,9,"69 kg"
"10618",664,10,"Asociacion Nacional Del CafÃ©"
"10619",664,11,"2013"
"10620",664,12,"Bourbon"
"10621",664,13,"Washed / Wet"
"10622",664,14,"Green"
"10623",664,15,"Asociacion Nacional Del CafÃ©"
"10624",664,16,"ft"
"10625",665,1,"Arabica"
"10626",665,2,"exportadora de cafe condor s.a"
"10627",665,3,"Colombia"
"10628",665,4,""
"10629",665,5,"trilladora boananza"
"10630",665,6,"exportadora de cafe condor s.a"
"10631",665,7,"huila"
"10632",665,8,""
"10633",665,9,"70 kg"
"10634",665,10,"AlmacafÃ©"
"10635",665,11,"2013"
"10636",665,12,"Caturra"
"10637",665,13,"Washed / Wet"
"10638",665,14,"Green"
"10639",665,15,"AlmacafÃ©"
"10640",665,16,"m"
"10641",666,1,"Arabica"
"10642",666,2,"juan luis alvarado romero"
"10643",666,3,"Guatemala"
"10644",666,4,"la esperanza y anexos"
"10645",666,5,"beneficio ixchel"
"10646",666,6,"unex guatemala, s.a."
"10647",666,7,"oriente"
"10648",666,8,"MARGARITA DE NUYENS"
"10649",666,9,"69 kg"
"10650",666,10,"Asociacion Nacional Del CafÃ©"
"10651",666,11,"2013"
"10652",666,12,"Bourbon"
"10653",666,13,"Washed / Wet"
"10654",666,14,"Green"
"10655",666,15,"Asociacion Nacional Del CafÃ©"
"10656",666,16,"ft"
"10657",667,1,"Arabica"
"10658",667,2,"saul m. hernandez ramirez"
"10659",667,3,"Mexico"
"10660",667,4,"la pagua"
"10661",667,5,"el mavodo"
"10662",667,6,""
"10663",667,7,"san bartolo tutotepec"
"10664",667,8,"VELASCO SAN AGUSTIN, NAZARIO"
"10665",667,9,"1 kg"
"10666",667,10,"AMECAFE"
"10667",667,11,"2012"
"10668",667,12,"Typica"
"10669",667,13,"Washed / Wet"
"10670",667,14,"None"
"10671",667,15,"AMECAFE"
"10672",667,16,"m"
"10673",668,1,"Arabica"
"10674",668,2,"enrique mitre lopez"
"10675",668,3,"Mexico"
"10676",668,4,"caltuchoco"
"10677",668,5,"zapotitlan de mendez, puebla"
"10678",668,6,"cafe de la sierra norte de puebla"
"10679",668,7,"zapotitlan de mendez"
"10680",668,8,"ENRIQUE MITRE LOPEZ"
"10681",668,9,"1 kg"
"10682",668,10,"AMECAFE"
"10683",668,11,"2012"
"10684",668,12,"Typica"
"10685",668,13,"Washed / Wet"
"10686",668,14,"Green"
"10687",668,15,"AMECAFE"
"10688",668,16,"m"
"10689",669,1,"Arabica"
"10690",669,2,"enrique eduardo lopez aguilar"
"10691",669,3,"Mexico"
"10692",669,4,"santa cruz - pante don manuel"
"10693",669,5,""
"10694",669,6,"finca santa cruz"
"10695",669,7,"la concordia"
"10696",669,8,"SUSANA LETICIA LOPEZ AGUILAR"
"10697",669,9,"1 kg"
"10698",669,10,"AMECAFE"
"10699",669,11,"2012"
"10700",669,12,"Typica"
"10701",669,13,"Semi-washed / Semi-pulped"
"10702",669,14,""
"10703",669,15,"AMECAFE"
"10704",669,16,"m"
"10705",670,1,"Arabica"
"10706",670,2,"juan luis alvarado romero"
"10707",670,3,"Guatemala"
"10708",670,4,"various"
"10709",670,5,""
"10710",670,6,"waelti schoenfeld exportadores de cafe, s.a."
"10711",670,7,"oriente"
"10712",670,8,"VARIOUS"
"10713",670,9,"1 kg"
"10714",670,10,"Asociacion Nacional Del CafÃ©"
"10715",670,11,"2012"
"10716",670,12,"Caturra"
"10717",670,13,"Natural / Dry"
"10718",670,14,"Green"
"10719",670,15,"Asociacion Nacional Del CafÃ©"
"10720",670,16,"m"
"10721",671,1,"Arabica"
"10722",671,2,"jacques pereira carneiro"
"10723",671,3,"Brazil"
"10724",671,4,"fazenda do sertao"
"10725",671,5,"cocarive"
"10726",671,6,"exportadora de cafÃ©s carmo de minas ltda"
"10727",671,7,"carmo de minas"
"10728",671,8,"Nazareth Dias Pereira"
"10729",671,9,"60 kg"
"10730",671,10,"NUCOFFEE"
"10731",671,11,"2012"
"10732",671,12,"Bourbon"
"10733",671,13,"Semi-washed / Semi-pulped"
"10734",671,14,"Blue-Green"
"10735",671,15,"NUCOFFEE"
"10736",671,16,"m"
"10737",672,1,"Arabica"
"10738",672,2,"racafe & cia s.c.a"
"10739",672,3,"Colombia"
"10740",672,4,""
"10741",672,5,""
"10742",672,6,"c.i.racafe & cia s.c.a"
"10743",672,7,"huila"
"10744",672,8,"LA PLATA"
"10745",672,9,"70 kg"
"10746",672,10,"AlmacafÃ©"
"10747",672,11,"2012"
"10748",672,12,"Caturra"
"10749",672,13,"Washed / Wet"
"10750",672,14,"Green"
"10751",672,15,"AlmacafÃ©"
"10752",672,16,"m"
"10753",673,1,"Arabica"
"10754",673,2,"kona pacific farmers cooperative"
"10755",673,3,"United States (Hawaii)"
"10756",673,4,""
"10757",673,5,""
"10758",673,6,"cqi"
"10759",673,7,"kona"
"10760",673,8,""
"10761",673,9,"100 lbs"
"10762",673,10,"Specialty Coffee Association"
"10763",673,11,"2012"
"10764",673,12,"Hawaiian Kona"
"10765",673,13,"Washed / Wet"
"10766",673,14,"Green"
"10767",673,15,"Specialty Coffee Association"
"10768",673,16,"ft"
"10769",674,1,"Arabica"
"10770",674,2,"adam kline"
"10771",674,3,"Guatemala"
"10772",674,4,""
"10773",674,5,""
"10774",674,6,""
"10775",674,7,"huehuetenango"
"10776",674,8,""
"10777",674,9,"1"
"10778",674,10,"Specialty Coffee Association"
"10779",674,11,""
"10780",674,12,""
"10781",674,13,""
"10782",674,14,""
"10783",674,15,"Specialty Coffee Association"
"10784",674,16,"m"
"10785",675,1,"Arabica"
"10786",675,2,"brian beck"
"10787",675,3,"Honduras"
"10788",675,4,"carrillo cooperativa"
"10789",675,5,"cohorsil"
"10790",675,6,"carrillo cooperativa"
"10791",675,7,"comayagua, honduras"
"10792",675,8,"Danilo Carrillo"
"10793",675,9,"2 kg"
"10794",675,10,"Specialty Coffee Association"
"10795",675,11,"2017"
"10796",675,12,"Other"
"10797",675,13,"Washed / Wet"
"10798",675,14,"Green"
"10799",675,15,"Specialty Coffee Association"
"10800",675,16,"m"
"10801",676,1,"Arabica"
"10802",676,2,"juan luis alvarado romero"
"10803",676,3,"Guatemala"
"10804",676,4,"piamonte"
"10805",676,5,"beneficio ixchel"
"10806",676,6,"unex guatemala, s.a."
"10807",676,7,"san marcos"
"10808",676,8,"JORGE LEAL"
"10809",676,9,"69 kg"
"10810",676,10,"Asociacion Nacional Del CafÃ©"
"10811",676,11,"2017"
"10812",676,12,"Bourbon"
"10813",676,13,"Washed / Wet"
"10814",676,14,"Green"
"10815",676,15,"Asociacion Nacional Del CafÃ©"
"10816",676,16,"m"
"10817",677,1,"Arabica"
"10818",677,2,"juan luis alvarado romero"
"10819",677,3,"Guatemala"
"10820",677,4,"las merceditas"
"10821",677,5,"beneficio ixchel"
"10822",677,6,"unex guatemala, s.a."
"10823",677,7,"san marcos"
"10824",677,8,"ANGEL DE LEON"
"10825",677,9,"69 kg"
"10826",677,10,"Asociacion Nacional Del CafÃ©"
"10827",677,11,"2016"
"10828",677,12,"Bourbon"
"10829",677,13,"Washed / Wet"
"10830",677,14,"Green"
"10831",677,15,"Asociacion Nacional Del CafÃ©"
"10832",677,16,"m"
"10833",678,1,"Arabica"
"10834",678,2,"juan luis alvarado romero"
"10835",678,3,"Guatemala"
"10836",678,4,"la esmeralda"
"10837",678,5,"beneficio ixchel"
"10838",678,6,"unex guatemala, s.a."
"10839",678,7,"el progreso"
"10840",678,8,"JESUS RAMIREZ"
"10841",678,9,"69 kg"
"10842",678,10,"Asociacion Nacional Del CafÃ©"
"10843",678,11,"2017"
"10844",678,12,"Bourbon"
"10845",678,13,"Washed / Wet"
"10846",678,14,"Green"
"10847",678,15,"Asociacion Nacional Del CafÃ©"
"10848",678,16,"ft"
"10849",679,1,"Arabica"
"10850",679,2,"juan luis alvarado romero"
"10851",679,3,"Guatemala"
"10852",679,4,"providencia"
"10853",679,5,"beneficio 2000"
"10854",679,6,"asociaciÃ³n nacional del cafÃ© - anacafe -"
"10855",679,7,"santa rosa"
"10856",679,8,"PLANTACIONES AGROPECUARIAS, S.A."
"10857",679,9,"69 kg"
"10858",679,10,"Asociacion Nacional Del CafÃ©"
"10859",679,11,"2017"
"10860",679,12,"Caturra"
"10861",679,13,"Washed / Wet"
"10862",679,14,"Green"
"10863",679,15,"Asociacion Nacional Del CafÃ©"
"10864",679,16,"m"
"10865",680,1,"Arabica"
"10866",680,2,"racafe & cia s.c.a"
"10867",680,3,"Colombia"
"10868",680,4,""
"10869",680,5,"bachue"
"10870",680,6,"racafe & cia s.c.a"
"10871",680,7,"guayata"
"10872",680,8,""
"10873",680,9,"70 kg"
"10874",680,10,"AlmacafÃ©"
"10875",680,11,"2016"
"10876",680,12,"Caturra"
"10877",680,13,"Washed / Wet"
"10878",680,14,"Green"
"10879",680,15,"AlmacafÃ©"
"10880",680,16,"m"
"10881",681,1,"Arabica"
"10882",681,2,"yunnan coffee exchange"
"10883",681,3,"China"
"10884",681,4,"menglian gao sanlin coffee factory"
"10885",681,5,"menglian gao sanlin coffee factory"
"10886",681,6,"yunnan coffee exchange"
"10887",681,7,"yunnan"
"10888",681,8,"Menglian Gao Sanlin Coffee Factory"
"10889",681,9,"60 kg"
"10890",681,10,"Yunnan Coffee Exchange"
"10891",681,11,"2015"
"10892",681,12,"Catimor"
"10893",681,13,"Washed / Wet"
"10894",681,14,"Green"
"10895",681,15,"Yunnan Coffee Exchange"
"10896",681,16,"m"
"10897",682,1,"Arabica"
"10898",682,2,"bourbon specialty coffees"
"10899",682,3,"Brazil"
"10900",682,4,""
"10901",682,5,"dinamo armazens gerais ltda"
"10902",682,6,"bourbon specialty coffees"
"10903",682,7,"campos altos - cerrado"
"10904",682,8,""
"10905",682,9,"60 kg"
"10906",682,10,"Brazil Specialty Coffee Association"
"10907",682,11,"2016"
"10908",682,12,""
"10909",682,13,""
"10910",682,14,"Green"
"10911",682,15,"Brazil Specialty Coffee Association"
"10912",682,16,"m"
"10913",683,1,"Arabica"
"10914",683,2,"gladness obed pallangyo"
"10915",683,3,"Tanzania, United Republic Of"
"10916",683,4,"nguruma"
"10917",683,5,""
"10918",683,6,"tawoca"
"10919",683,7,"arusha meru"
"10920",683,8,"GLADNESS OBED PALLANGYO"
"10921",683,9,"60 kg"
"10922",683,10,"Africa Fine Coffee Association"
"10923",683,11,"2015/2016"
"10924",683,12,"Ruiru 11"
"10925",683,13,"Washed / Wet"
"10926",683,14,"Green"
"10927",683,15,"Africa Fine Coffee Association"
"10928",683,16,"m"
"10929",684,1,"Arabica"
"10930",684,2,"ipanema coffees"
"10931",684,3,"Brazil"
"10932",684,4,"rio verde"
"10933",684,5,"ipanema comercial e exportadora sa"
"10934",684,6,"ipanema coffees"
"10935",684,7,"south of minas"
"10936",684,8,"Ipanema AgrÃ­cola SA"
"10937",684,9,"2 kg"
"10938",684,10,"Brazil Specialty Coffee Association"
"10939",684,11,"2015/2016"
"10940",684,12,"Yellow Bourbon"
"10941",684,13,"Natural / Dry"
"10942",684,14,"Green"
"10943",684,15,"Brazil Specialty Coffee Association"
"10944",684,16,"m"
"10945",685,1,"Arabica"
"10946",685,2,"the coffee source inc."
"10947",685,3,"Guatemala"
"10948",685,4,"several"
"10949",685,5,"ixchel"
"10950",685,6,"the coffee source inc."
"10951",685,7,"atitlan"
"10952",685,8,"UNEX"
"10953",685,9,"1 kg"
"10954",685,10,"Specialty Coffee Association of Costa Rica"
"10955",685,11,"2013"
"10956",685,12,"Caturra"
"10957",685,13,"Washed / Wet"
"10958",685,14,"Green"
"10959",685,15,"Specialty Coffee Association of Costa Rica"
"10960",685,16,"m"
"10961",686,1,"Arabica"
"10962",686,2,"productos y servicios chilindron s.a. de c.v."
"10963",686,3,"Mexico"
"10964",686,4,"los llanitos"
"10965",686,5,"la yerba"
"10966",686,6,"productos y servicios chilindron s.a. de c.v."
"10967",686,7,"la yerba"
"10968",686,8,"AVELINO CHAVEZ REYNA"
"10969",686,9,"1 kg"
"10970",686,10,"AMECAFE"
"10971",686,11,"2014"
"10972",686,12,"Typica"
"10973",686,13,"Washed / Wet"
"10974",686,14,"Green"
"10975",686,15,"AMECAFE"
"10976",686,16,"m"
"10977",687,1,"Arabica"
"10978",687,2,"nucoffee"
"10979",687,3,"Brazil"
"10980",687,4,"fazenda serra negra"
"10981",687,5,""
"10982",687,6,"nucoffee"
"10983",687,7,"south of minas"
"10984",687,8,"Betina Vilela Reis"
"10985",687,9,"60 kg"
"10986",687,10,"NUCOFFEE"
"10987",687,11,"2012"
"10988",687,12,"Catuai"
"10989",687,13,"Semi-washed / Semi-pulped"
"10990",687,14,"Blue-Green"
"10991",687,15,"NUCOFFEE"
"10992",687,16,"m"
"10993",688,1,"Arabica"
"10994",688,2,"dane loraas"
"10995",688,3,"Peru"
"10996",688,4,""
"10997",688,5,""
"10998",688,6,"sustainable harvest"
"10999",688,7,"peru"
"11000",688,8,""
"11001",688,9,"5 lbs"
"11002",688,10,"Specialty Coffee Association"
"11003",688,11,"2013"
"11004",688,12,""
"11005",688,13,"Washed / Wet"
"11006",688,14,"Green"
"11007",688,15,"Specialty Coffee Association"
"11008",688,16,"m"
"11009",689,1,"Arabica"
"11010",689,2,"ipanema coffees"
"11011",689,3,"Brazil"
"11012",689,4,"fazenda rio verde"
"11013",689,5,"ipanema coffees"
"11014",689,6,"ipanema coffees"
"11015",689,7,"south of minas"
"11016",689,8,"Ipanema Coffees"
"11017",689,9,"60 kg"
"11018",689,10,"Specialty Coffee Association"
"11019",689,11,"2013/2014"
"11020",689,12,"Yellow Bourbon"
"11021",689,13,"Natural / Dry"
"11022",689,14,"Green"
"11023",689,15,"Specialty Coffee Association"
"11024",689,16,"m"
"11025",690,1,"Arabica"
"11026",690,2,"manuel herrera juarez"
"11027",690,3,"Mexico"
"11028",690,4,"finca los barreales"
"11029",690,5,"finca los barreales"
"11030",690,6,""
"11031",690,7,"veracruz"
"11032",690,8,"MANUEL HERRERA JUAREZ"
"11033",690,9,"1 kg"
"11034",690,10,"AMECAFE"
"11035",690,11,"2013"
"11036",690,12,"Bourbon"
"11037",690,13,"Washed / Wet"
"11038",690,14,"Green"
"11039",690,15,"AMECAFE"
"11040",690,16,"m"
"11041",691,1,"Arabica"
"11042",691,2,"brent hall"
"11043",691,3,"Honduras"
"11044",691,4,""
"11045",691,5,""
"11046",691,6,"s&d coffee and tea"
"11047",691,7,""
"11048",691,8,""
"11049",691,9,"2 kg"
"11050",691,10,"Specialty Coffee Association"
"11051",691,11,"2012"
"11052",691,12,""
"11053",691,13,"Washed / Wet"
"11054",691,14,"None"
"11055",691,15,"Specialty Coffee Association"
"11056",691,16,"m"
"11057",692,1,"Arabica"
"11058",692,2,"racafe & cia s.c.a"
"11059",692,3,"Colombia"
"11060",692,4,""
"11061",692,5,""
"11062",692,6,"racafe & cia s.c.a"
"11063",692,7,"huila"
"11064",692,8,""
"11065",692,9,"70 kg"
"11066",692,10,"AlmacafÃ©"
"11067",692,11,"2013"
"11068",692,12,"Caturra"
"11069",692,13,"Washed / Wet"
"11070",692,14,"Green"
"11071",692,15,"AlmacafÃ©"
"11072",692,16,"m"
"11073",693,1,"Arabica"
"11074",693,2,"nestor mendez gomez"
"11075",693,3,"Mexico"
"11076",693,4,"cipresal"
"11077",693,5,"angel albino corzo, chiapas"
"11078",693,6,"cesmach s.c."
"11079",693,7,"chiapas"
"11080",693,8,"EMPERATRIZ GARCIA MUÃ‘OZ"
"11081",693,9,"1 kg"
"11082",693,10,"AMECAFE"
"11083",693,11,"2013"
"11084",693,12,"Typica"
"11085",693,13,"Washed / Wet"
"11086",693,14,"Green"
"11087",693,15,"AMECAFE"
"11088",693,16,"m"
"11089",694,1,"Arabica"
"11090",694,2,"jesus salazar velasco"
"11091",694,3,"Mexico"
"11092",694,4,"pante san pedro"
"11093",694,5,"san pedro cotzilnam, municipio de aldama, chiapas"
"11094",694,6,"carajillo cafÃ© sa de cv"
"11095",694,7,"san pedro cotzilnam"
"11096",694,8,"VICTOR MANUEL LOPEZ VAZQUEZ"
"11097",694,9,"1 kg"
"11098",694,10,"AMECAFE"
"11099",694,11,"2012"
"11100",694,12,"Typica"
"11101",694,13,"Semi-washed / Semi-pulped"
"11102",694,14,"Green"
"11103",694,15,"AMECAFE"
"11104",694,16,"m"
"11105",695,1,"Arabica"
"11106",695,2,"el equimite, cafetal biodinÃ¡mico"
"11107",695,3,"Mexico"
"11108",695,4,"cafetal el equimite, rancho agroecolÃ³gico"
"11109",695,5,"cafetal el equimite, rancho agroecolÃ³gico"
"11110",695,6,""
"11111",695,7,"coatepec"
"11112",695,8,"GIBRAN LEONARDO CERVANTES COVARRUBIAS"
"11113",695,9,"1 kg"
"11114",695,10,"AMECAFE"
"11115",695,11,"2012"
"11116",695,12,"Typica"
"11117",695,13,"Washed / Wet"
"11118",695,14,"Green"
"11119",695,15,"AMECAFE"
"11120",695,16,"m"
"11121",696,1,"Arabica"
"11122",696,2,"manuel herrera juarez"
"11123",696,3,"Mexico"
"11124",696,4,"los barreales 1112lbcat_s110312"
"11125",696,5,"los barreales, teocelo, veracruz"
"11126",696,6,"finca los barreales"
"11127",696,7,"xalapa"
"11128",696,8,"MANUEL HERRERA JUAREZ"
"11129",696,9,"1 kg"
"11130",696,10,"AMECAFE"
"11131",696,11,"2012"
"11132",696,12,"Caturra"
"11133",696,13,"Washed / Wet"
"11134",696,14,"Green"
"11135",696,15,"AMECAFE"
"11136",696,16,"m"
"11137",697,1,"Arabica"
"11138",697,2,"dario cesar galeana sanchez"
"11139",697,3,"Mexico"
"11140",697,4,"corral del diablo lote 1"
"11141",697,5,"corral del diablo lote 1"
"11142",697,6,""
"11143",697,7,"zihuatanejo de azueta"
"11144",697,8,"DARIO FRANCISCO GALEANA SOLIS"
"11145",697,9,"1 kg"
"11146",697,10,"AMECAFE"
"11147",697,11,"2012"
"11148",697,12,"Typica"
"11149",697,13,"Washed / Wet"
"11150",697,14,"Green"
"11151",697,15,"AMECAFE"
"11152",697,16,"m"
"11153",698,1,"Arabica"
"11154",698,2,"jose daniel cobilt castro"
"11155",698,3,"Mexico"
"11156",698,4,"caÃ±ada fria"
"11157",698,5,"huatusco"
"11158",698,6,""
"11159",698,7,"veracruz"
"11160",698,8,"JOSE DANIEL COBILT CASTRO"
"11161",698,9,"1 kg"
"11162",698,10,"AMECAFE"
"11163",698,11,"2012"
"11164",698,12,"Pacamara"
"11165",698,13,"Washed / Wet"
"11166",698,14,"Green"
"11167",698,15,"AMECAFE"
"11168",698,16,"m"
"11169",699,1,"Arabica"
"11170",699,2,"alvaro quiros perez"
"11171",699,3,"Mexico"
"11172",699,4,"finca nextlalpa"
"11173",699,5,"xicotepec de juarez"
"11174",699,6,""
"11175",699,7,"xicotepec de juarez"
"11176",699,8,"ALVARO QUIROS PEREZ, MIGUEL QUIROZ PEREZ"
"11177",699,9,"1 kg"
"11178",699,10,"AMECAFE"
"11179",699,11,"2012"
"11180",699,12,"Caturra"
"11181",699,13,"Washed / Wet"
"11182",699,14,"Green"
"11183",699,15,"AMECAFE"
"11184",699,16,"m"
"11185",700,1,"Arabica"
"11186",700,2,"olivia hernandez virves"
"11187",700,3,"Mexico"
"11188",700,4,"santa rosa"
"11189",700,5,""
"11190",700,6,""
"11191",700,7,"progreso santa rosa teocelo"
