"","ID","Grading.Date","Expiration"
"553",553,"January 22nd, 2013","January 22nd, 2014"
"554",554,"July 26th, 2012","July 26th, 2013"
"555",555,"July 20th, 2012","July 20th, 2013"
"556",556,"March 5th, 2012","March 5th, 2013"
"557",557,"February 23rd, 2012","February 22nd, 2013"
"558",558,"July 19th, 2011","July 18th, 2012"
"559",559,"April 13th, 2010","April 13th, 2011"
"560",560,"October 13th, 2017","October 13th, 2018"
"561",561,"June 22nd, 2017","June 22nd, 2018"
"562",562,"February 6th, 2017","February 6th, 2018"
"563",563,"April 8th, 2016","April 8th, 2017"
"564",564,"March 25th, 2016","March 25th, 2017"
"565",565,"January 19th, 2016","January 18th, 2017"
"566",566,"July 20th, 2015","July 19th, 2016"
"567",567,"May 26th, 2015","May 25th, 2016"
"568",568,"March 21st, 2015","March 20th, 2016"
"569",569,"February 20th, 2015","February 20th, 2016"
"570",570,"March 24th, 2014","March 24th, 2015"
"571",571,"January 20th, 2014","January 20th, 2015"
"572",572,"May 10th, 2013","May 10th, 2014"
"573",573,"April 19th, 2013","April 19th, 2014"
"574",574,"August 30th, 2012","August 30th, 2013"
"575",575,"July 11th, 2012","July 11th, 2013"
"576",576,"July 9th, 2012","July 9th, 2013"
"577",577,"June 6th, 2012","June 6th, 2013"
"578",578,"August 23rd, 2011","August 22nd, 2012"
"579",579,"January 9th, 2018","January 9th, 2019"
"580",580,"October 17th, 2017","October 17th, 2018"
"581",581,"September 19th, 2017","September 19th, 2018"
"582",582,"September 8th, 2017","September 8th, 2018"
"583",583,"August 22nd, 2017","August 22nd, 2018"
"584",584,"August 8th, 2017","August 8th, 2018"
"585",585,"June 1st, 2017","June 1st, 2018"
"586",586,"June 1st, 2017","June 1st, 2018"
"587",587,"May 8th, 2017","May 8th, 2018"
"588",588,"April 28th, 2017","April 28th, 2018"
"589",589,"April 6th, 2017","April 6th, 2018"
"590",590,"April 25th, 2016","April 25th, 2017"
"591",591,"April 6th, 2016","April 6th, 2017"
"592",592,"April 5th, 2016","April 5th, 2017"
"593",593,"November 7th, 2014","November 7th, 2015"
"594",594,"November 4th, 2014","November 4th, 2015"
"595",595,"June 16th, 2014","June 16th, 2015"
"596",596,"May 27th, 2014","May 27th, 2015"
"597",597,"February 5th, 2014","February 5th, 2015"
"598",598,"February 4th, 2014","February 4th, 2015"
"599",599,"January 21st, 2014","January 21st, 2015"
"600",600,"March 29th, 2013","March 29th, 2014"
"601",601,"July 11th, 2012","July 11th, 2013"
"602",602,"June 6th, 2012","June 6th, 2013"
"603",603,"April 11th, 2012","April 11th, 2013"
"604",604,"March 5th, 2012","March 5th, 2013"
"605",605,"February 23rd, 2012","February 22nd, 2013"
"606",606,"February 23rd, 2012","February 22nd, 2013"
"607",607,"June 29th, 2010","June 29th, 2011"
"608",608,"October 20th, 2017","October 20th, 2018"
"609",609,"August 16th, 2016","August 16th, 2017"
"610",610,"June 2nd, 2016","June 2nd, 2017"
"611",611,"March 29th, 2016","March 29th, 2017"
"612",612,"February 25th, 2016","February 24th, 2017"
"613",613,"November 3rd, 2015","November 2nd, 2016"
"614",614,"October 8th, 2015","October 7th, 2016"
"615",615,"January 15th, 2015","January 15th, 2016"
"616",616,"December 18th, 2014","December 18th, 2015"
"617",617,"December 15th, 2014","December 15th, 2015"
"618",618,"November 23rd, 2014","November 23rd, 2015"
"619",619,"August 15th, 2014","August 15th, 2015"
"620",620,"June 25th, 2014","June 25th, 2015"
"621",621,"December 26th, 2013","December 26th, 2014"
"622",622,"September 3rd, 2013","September 3rd, 2014"
"623",623,"January 22nd, 2013","January 22nd, 2014"
"624",624,"August 17th, 2012","August 17th, 2013"
"625",625,"July 17th, 2012","July 17th, 2013"
"626",626,"June 13th, 2012","June 13th, 2013"
"627",627,"June 6th, 2012","June 6th, 2013"
"628",628,"June 6th, 2012","June 6th, 2013"
"629",629,"Specialty Coffee Association","Green"
"630",630,"September 20th, 2011","September 19th, 2012"
"631",631,"April 6th, 2011","April 5th, 2012"
"632",632,"February 9th, 2011","February 9th, 2012"
"633",633,"September 3rd, 2010","September 3rd, 2011"
"634",634,"September 8th, 2017","September 8th, 2018"
"635",635,"August 22nd, 2017","August 22nd, 2018"
"636",636,"April 19th, 2017","April 19th, 2018"
"637",637,"February 13th, 2017","February 13th, 2018"
"638",638,"December 28th, 2015","December 27th, 2016"
"639",639,"September 15th, 2015","September 14th, 2016"
"640",640,"June 9th, 2015","June 8th, 2016"
"641",641,"February 15th, 2015","February 15th, 2016"
"642",642,"December 12th, 2014","December 12th, 2015"
"643",643,"June 30th, 2014","June 30th, 2015"
"644",644,"May 9th, 2014","May 9th, 2015"
"645",645,"April 18th, 2014","April 18th, 2015"
"646",646,"December 10th, 2013","December 10th, 2014"
"647",647,"April 16th, 2013","April 16th, 2014"
"648",648,"October 9th, 2012","October 9th, 2013"
"649",649,"February 27th, 2013","February 27th, 2014"
"650",650,"September 4th, 2012","September 4th, 2013"
"651",651," JAIME LOPEZ LOPEZ","0.12"
"652",652,"June 13th, 2012","June 13th, 2013"
"653",653,"October 28th, 2011","October 27th, 2012"
"654",654,"October 20th, 2017","October 20th, 2018"
"655",655,"September 4th, 2017","September 4th, 2018"
"656",656,"June 3rd, 2017","June 3rd, 2018"
"657",657,"March 16th, 2016","March 16th, 2017"
"658",658,"June 9th, 2015","June 8th, 2016"
"659",659,"February 15th, 2015","February 15th, 2016"
"660",660,"December 18th, 2014","December 18th, 2015"
"661",661,"December 12th, 2014","December 12th, 2015"
"662",662,"April 14th, 2014","April 14th, 2015"
"663",663,"January 14th, 2014","January 14th, 2015"
"664",664,"May 30th, 2013","May 30th, 2014"
"665",665,"May 7th, 2013","May 7th, 2014"
"666",666,"February 26th, 2013","February 26th, 2014"
"667",667,"September 27th, 2012","September 27th, 2013"
"668",668,"July 26th, 2012","July 26th, 2013"
"669",669,"June 7th, 2012","June 7th, 2013"
"670",670,"March 26th, 2012","March 26th, 2013"
"671",671,"March 16th, 2012","March 16th, 2013"
"672",672,"March 5th, 2012","March 5th, 2013"
"673",673,"February 23rd, 2012","February 22nd, 2013"
"674",674,"July 23rd, 2010","July 23rd, 2011"
"675",675,"September 27th, 2017","September 27th, 2018"
"676",676,"September 8th, 2017","September 8th, 2018"
"677",677,"June 1st, 2017","June 1st, 2018"
"678",678,"June 1st, 2017","June 1st, 2018"
"679",679,"January 20th, 2017","January 20th, 2018"
"680",680,"August 5th, 2016","August 5th, 2017"
"681",681,"April 6th, 2016","April 6th, 2017"
"682",682,"January 12th, 2016","January 11th, 2017"
"683",683,"November 16th, 2015","November 15th, 2016"
"684",684,"October 8th, 2015","October 7th, 2016"
"685",685,"December 18th, 2014","December 18th, 2015"
"686",686,"August 14th, 2014","August 14th, 2015"
"687",687,"May 8th, 2014","May 8th, 2015"
"688",688,"January 21st, 2014","January 21st, 2015"
"689",689,"December 30th, 2013","December 30th, 2014"
"690",690,"December 12th, 2013","December 12th, 2014"
"691",691,"December 10th, 2013","December 10th, 2014"
"692",692,"May 31st, 2013","May 31st, 2014"
"693",693,"March 29th, 2013","March 29th, 2014"
"694",694,"September 11th, 2012","September 11th, 2013"
"695",695,"September 10th, 2012","September 10th, 2013"
"696",696,"August 31st, 2012","August 31st, 2013"
"697",697,"July 25th, 2012","July 25th, 2013"
"698",698,"July 11th, 2012","July 11th, 2013"
"699",699,"July 3rd, 2012","July 3rd, 2013"
"700",700,"June 6th, 2012","June 6th, 2013"
"701",701,"April 9th, 2012","April 9th, 2013"
"702",702,"January 31st, 2012","January 30th, 2013"
"703",703,"January 23rd, 2012","January 22nd, 2013"
"704",704,"December 22nd, 2011","December 21st, 2012"
"705",705,"September 22nd, 2011","September 21st, 2012"
"706",706,"April 6th, 2017","April 6th, 2018"
"707",707,"February 9th, 2017","February 9th, 2018"
"708",708,"October 13th, 2016","October 13th, 2017"
"709",709,"August 16th, 2016","August 16th, 2017"
"710",710,"July 15th, 2016","July 15th, 2017"
"711",711,"May 17th, 2016","May 17th, 2017"
"712",712,"April 5th, 2016","April 5th, 2017"
"713",713,"October 8th, 2015","October 7th, 2016"
"714",714,"April 20th, 2015","April 19th, 2016"
"715",715,"March 10th, 2015","March 9th, 2016"
"716",716,"November 4th, 2014","November 4th, 2015"
"717",717,"October 15th, 2014","October 15th, 2015"
"718",718,"June 10th, 2014","June 10th, 2015"
"719",719,"April 2nd, 2014","April 2nd, 2015"
"720",720,"January 21st, 2014","January 21st, 2015"
"721",721,"December 26th, 2013","December 26th, 2014"
"722",722,"December 26th, 2013","December 26th, 2014"
"723",723,"July 16th, 2013","July 16th, 2014"
"724",724,"June 21st, 2013","June 21st, 2014"
"725",725,"March 15th, 2013","March 15th, 2014"
"726",726,"October 9th, 2012","October 9th, 2013"
"727",727,"October 5th, 2012","October 5th, 2013"
"728",728,"September 27th, 2012","September 27th, 2013"
"729",729,"August 31st, 2012","August 31st, 2013"
"730",730,"May 23rd, 2012","May 23rd, 2013"
"731",731,"April 11th, 2012","April 11th, 2013"
"732",732,"March 5th, 2012","March 5th, 2013"
"733",733,"February 17th, 2012","February 16th, 2013"
"734",734,"January 31st, 2012","January 30th, 2013"
"735",735,"November 15th, 2017","November 15th, 2018"
"736",736,"February 13th, 2017","February 13th, 2018"
"737",737,"August 31st, 2016","August 31st, 2017"
"738",738,"October 8th, 2015","October 7th, 2016"
"739",739,"July 8th, 2015","July 7th, 2016"
"740",740,"April 15th, 2015","April 14th, 2016"
"741",741,"November 4th, 2014","November 4th, 2015"
"742",742,"October 16th, 2014","October 16th, 2015"
"743",743,"December 26th, 2013","December 26th, 2014"
"744",744,"July 19th, 2013","July 19th, 2014"
"745",745,"May 3rd, 2013","May 3rd, 2014"
"746",746,"September 27th, 2012","September 27th, 2013"
"747",747,"September 19th, 2012","September 19th, 2013"
"748",748,"August 31st, 2012","August 31st, 2013"
"749",749,"August 30th, 2012","August 30th, 2013"
"750",750,"August 21st, 2012","August 21st, 2013"
"751",751,"July 11th, 2012","July 11th, 2013"
"752",752,"April 2nd, 2012","April 2nd, 2013"
"753",753,"February 22nd, 2012","February 21st, 2013"
"754",754,"February 9th, 2012","February 8th, 2013"
"755",755,"January 23rd, 2012","January 22nd, 2013"
"756",756,"March 1st, 2011","February 29th, 2012"
"757",757,"August 16th, 2016","August 16th, 2017"
"758",758,"June 9th, 2016","June 9th, 2017"
"759",759,"March 15th, 2016","March 15th, 2017"
"760",760,"November 16th, 2015","November 15th, 2016"
"761",761,"October 20th, 2015","October 19th, 2016"
"762",762,"October 8th, 2015","October 7th, 2016"
"763",763,"June 9th, 2015","June 8th, 2016"
"764",764,"April 15th, 2015","April 14th, 2016"
"765",765,"March 21st, 2015","March 20th, 2016"
"766",766,"January 15th, 2015","January 15th, 2016"
"767",767,"December 15th, 2014","December 15th, 2015"
"768",768,"July 15th, 2014","July 15th, 2015"
"769",769,"April 10th, 2014","April 10th, 2015"
"770",770,"December 26th, 2013","December 26th, 2014"
"771",771,"May 29th, 2013","May 29th, 2014"
"772",772,"March 20th, 2013","March 20th, 2014"
"773",773,"September 27th, 2012","September 27th, 2013"
"774",774,"August 2nd, 2012","August 2nd, 2013"
"775",775,"July 11th, 2012","July 11th, 2013"
"776",776,"July 2nd, 2012","July 2nd, 2013"
"777",777,"February 9th, 2011","February 9th, 2012"
"778",778,"August 3rd, 2017","August 3rd, 2018"
"779",779,"February 20th, 2017","February 20th, 2018"
"780",780,"August 16th, 2016","August 16th, 2017"
"781",781,"October 8th, 2015","October 7th, 2016"
"782",782,"April 10th, 2015","April 9th, 2016"
"783",783,"March 25th, 2015","March 24th, 2016"
"784",784,"January 8th, 2015","January 8th, 2016"
"785",785,"September 12th, 2014","September 12th, 2015"
"786",786,"March 21st, 2014","March 21st, 2015"
"787",787,"November 26th, 2012","November 26th, 2013"
"788",788,"September 10th, 2012","September 10th, 2013"
"789",789,"August 30th, 2012","August 30th, 2013"
"790",790,"July 26th, 2012","July 26th, 2013"
"791",791,"July 23rd, 2012","July 23rd, 2013"
"792",792,"July 11th, 2012","July 11th, 2013"
"793",793,"February 23rd, 2012","February 22nd, 2013"
"794",794,"April 18th, 2011","April 17th, 2012"
"795",795,"June 1st, 2017","June 1st, 2018"
"796",796,"April 6th, 2017","April 6th, 2018"
"797",797,"August 16th, 2016","August 16th, 2017"
"798",798,"November 16th, 2015","November 15th, 2016"
"799",799,"November 5th, 2015","November 4th, 2016"
"800",800,"December 18th, 2014","December 18th, 2015"
"801",801,"October 31st, 2014","October 31st, 2015"
"802",802,"July 22nd, 2014","July 22nd, 2015"
"803",803,"June 20th, 2014","June 20th, 2015"
"804",804,"June 9th, 2014","June 9th, 2015"
"805",805,"April 30th, 2014","April 30th, 2015"
"806",806,"September 13th, 2013","September 13th, 2014"
"807",807,"June 3rd, 2013","June 3rd, 2014"
"808",808,"May 21st, 2013","May 21st, 2014"
"809",809,"July 11th, 2012","July 11th, 2013"
"810",810,"June 4th, 2012","June 4th, 2013"
"811",811,"April 11th, 2012","April 11th, 2013"
"812",812,"March 26th, 2012","March 26th, 2013"
"813",813,"February 17th, 2012","February 16th, 2013"
"814",814,"February 1st, 2012","January 31st, 2013"
"815",815,"July 29th, 2011","July 28th, 2012"
"816",816,"August 22nd, 2017","August 22nd, 2018"
"817",817,"June 22nd, 2017","June 22nd, 2018"
"818",818,"June 1st, 2017","June 1st, 2018"
"819",819,"October 26th, 2016","October 26th, 2017"
"820",820,"May 5th, 2015","May 4th, 2016"
"821",821,"April 20th, 2015","April 19th, 2016"
"822",822,"January 6th, 2015","January 6th, 2016"
"823",823,"July 29th, 2014","July 29th, 2015"
"824",824,"June 20th, 2014","June 20th, 2015"
"825",825,"January 17th, 2014","January 17th, 2015"
"826",826,"December 26th, 2013","December 26th, 2014"
"827",827,"March 29th, 2013","March 29th, 2014"
"828",828,"September 27th, 2012","September 27th, 2013"
"829",829,"September 27th, 2012","September 27th, 2013"
"830",830,"July 11th, 2012","July 11th, 2013"
"831",831,"July 11th, 2012","July 11th, 2013"
"832",832,"February 29th, 2012","February 28th, 2013"
"833",833,"February 1st, 2011","February 1st, 2012"
"834",834,"August 22nd, 2017","August 22nd, 2018"
"835",835,"February 13th, 2017","February 13th, 2018"
"836",836,"January 20th, 2017","January 20th, 2018"
"837",837,"January 19th, 2017","January 19th, 2018"
"838",838,"August 2nd, 2016","August 2nd, 2017"
"839",839,"October 8th, 2015","October 7th, 2016"
"840",840,"October 8th, 2015","October 7th, 2016"
"841",841,"July 17th, 2015","July 16th, 2016"
"842",842,"June 25th, 2015","June 24th, 2016"
"843",843,"May 12th, 2015","May 11th, 2016"
"844",844,"May 7th, 2015","May 6th, 2016"
"845",845,"April 30th, 2015","April 29th, 2016"
"846",846,"March 21st, 2015","March 20th, 2016"
"847",847,"October 31st, 2014","October 31st, 2015"
"848",848,"October 15th, 2014","October 15th, 2015"
"849",849,"May 16th, 2014","May 16th, 2015"
"850",850,"April 26th, 2014","April 26th, 2015"
"851",851,"July 19th, 2013","July 19th, 2014"
"852",852,"March 6th, 2013","March 6th, 2014"
"853",853,"March 2nd, 2013","March 2nd, 2014"
"854",854,"February 26th, 2013","February 26th, 2014"
"855",855,"August 31st, 2012","August 31st, 2013"
"856",856,"July 11th, 2012","July 11th, 2013"
"857",857,"October 28th, 2011","October 27th, 2012"
"858",858,"June 14th, 2011","June 13th, 2012"
"859",859,"May 24th, 2010","May 24th, 2011"
"860",860,"June 22nd, 2017","June 22nd, 2018"
"861",861,"December 21st, 2015","December 20th, 2016"
"862",862,"January 8th, 2015","January 8th, 2016"
"863",863,"August 25th, 2014","August 25th, 2015"
"864",864,"September 27th, 2012","September 27th, 2013"
"865",865,"September 10th, 2012","September 10th, 2013"
"866",866,"September 4th, 2012","September 4th, 2013"
"867",867,"August 30th, 2012","August 30th, 2013"
"868",868,"June 6th, 2012","June 6th, 2013"
"869",869,"December 22nd, 2011","December 21st, 2012"
"870",870,"October 4th, 2011","October 3rd, 2012"
"871",871,"October 20th, 2017","October 20th, 2018"
"872",872,"August 22nd, 2017","August 22nd, 2018"
"873",873,"June 5th, 2017","June 5th, 2018"
"874",874,"May 2nd, 2016","May 2nd, 2017"
"875",875,"April 27th, 2016","April 27th, 2017"
"876",876,"March 11th, 2016","March 11th, 2017"
"877",877,"January 21st, 2016","January 20th, 2017"
"878",878,"October 8th, 2015","October 7th, 2016"
"879",879,"January 2nd, 2015","January 2nd, 2016"
"880",880,"December 15th, 2014","December 15th, 2015"
"881",881,"October 16th, 2014","October 16th, 2015"
"882",882,"May 23rd, 2014","May 23rd, 2015"
"883",883,"May 16th, 2014","May 16th, 2015"
"884",884,"April 26th, 2014","April 26th, 2015"
"885",885,"April 2nd, 2014","April 2nd, 2015"
"886",886,"December 26th, 2013","December 26th, 2014"
"887",887,"December 26th, 2013","December 26th, 2014"
"888",888,"March 29th, 2013","March 29th, 2014"
"889",889,"October 5th, 2012","October 5th, 2013"
"890",890,"September 11th, 2012","September 11th, 2013"
"891",891,"August 30th, 2012","August 30th, 2013"
"892",892,"July 27th, 2012","July 27th, 2013"
"893",893,"April 2nd, 2012","April 2nd, 2013"
"894",894,"February 29th, 2012","February 28th, 2013"
"895",895,"February 8th, 2012","February 7th, 2013"
"896",896,"January 19th, 2018","January 19th, 2019"
"897",897,"June 1st, 2017","June 1st, 2018"
"898",898,"July 15th, 2016","July 15th, 2017"
"899",899,"February 3rd, 2015","February 3rd, 2016"
"900",900,"December 18th, 2014","December 18th, 2015"
"901",901,"October 31st, 2014","October 31st, 2015"
"902",902,"August 25th, 2014","August 25th, 2015"
"903",903,"November 6th, 2013","November 6th, 2014"
"904",904,"July 16th, 2013","July 16th, 2014"
"905",905,"March 29th, 2013","March 29th, 2014"
"906",906,"June 6th, 2012","June 6th, 2013"
"907",907,"June 6th, 2012","June 6th, 2013"
"908",908,"November 16th, 2011","November 15th, 2012"
"909",909,"August 16th, 2011","August 15th, 2012"
"910",910,"June 14th, 2011","June 13th, 2012"
"911",911,"August 23rd, 2017","August 23rd, 2018"
"912",912,"June 20th, 2017","June 20th, 2018"
"913",913,"June 3rd, 2017","June 3rd, 2018"
"914",914,"June 1st, 2017","June 1st, 2018"
"915",915,"September 17th, 2015","September 16th, 2016"
"916",916,"July 17th, 2015","July 16th, 2016"
"917",917,"January 7th, 2015","January 7th, 2016"
"918",918,"November 4th, 2014","November 4th, 2015"
"919",919,"September 23rd, 2014","September 23rd, 2015"
"920",920,"August 18th, 2014",""
"921",921,"July 29th, 2014","July 29th, 2015"
"922",922,"May 5th, 2014","May 5th, 2015"
"923",923,"December 26th, 2013","December 26th, 2014"
"924",924,"March 11th, 2013","March 11th, 2014"
"925",925,"August 30th, 2012","August 30th, 2013"
"926",926,"August 29th, 2012","August 29th, 2013"
"927",927,"August 1st, 2012","August 1st, 2013"
"928",928,"July 26th, 2012","July 26th, 2013"
"929",929,"July 26th, 2012","July 26th, 2013"
"930",930,"May 24th, 2012","May 24th, 2013"
"931",931,"April 12th, 2012","April 12th, 2013"
"932",932,"January 25th, 2012","January 24th, 2013"
"933",933,"September 7th, 2011","September 6th, 2012"
"934",934,"June 29th, 2010","June 29th, 2011"
"935",935,"May 12th, 2017","May 12th, 2018"
"936",936,"March 17th, 2016","March 17th, 2017"
"937",937,"December 3rd, 2015","December 2nd, 2016"
"938",938,"May 12th, 2015","May 11th, 2016"
"939",939,"November 23rd, 2014","November 23rd, 2015"
"940",940,"November 4th, 2014","November 4th, 2015"
"941",941,"October 17th, 2014","October 17th, 2015"
"942",942,"May 26th, 2014","May 26th, 2015"
"943",943,"May 1st, 2014","May 1st, 2015"
"944",944,"February 27th, 2014","February 27th, 2015"
"945",945,"October 7th, 2013","October 7th, 2014"
"946",946,"September 27th, 2012","September 27th, 2013"
"947",947,"June 6th, 2012","June 6th, 2013"
"948",948,"November 11th, 2011","November 10th, 2012"
"949",949,"February 22nd, 2011","February 22nd, 2012"
"950",950,"May 24th, 2010","May 24th, 2011"
"951",951,"November 8th, 2016","November 8th, 2017"
"952",952,"June 9th, 2016","June 9th, 2017"
"953",953,"February 25th, 2016","February 24th, 2017"
"954",954,"November 20th, 2015","November 19th, 2016"
"955",955,"May 22nd, 2015","May 21st, 2016"
"956",956,"December 16th, 2014","December 16th, 2015"
"957",957,"November 13th, 2014","November 13th, 2015"
"958",958,"November 4th, 2014","November 4th, 2015"
"959",959,"January 22nd, 2014","January 22nd, 2015"
"960",960,"August 30th, 2012","August 30th, 2013"
"961",961,"July 11th, 2012","July 11th, 2013"
"962",962,"November 15th, 2017",""
"963",963,"May 18th, 2016","May 18th, 2017"
"964",964,"October 8th, 2015","October 7th, 2016"
"965",965,"July 6th, 2015","July 5th, 2016"
"966",966,"May 12th, 2015","May 11th, 2016"
"967",967,"March 21st, 2015","March 20th, 2016"
"968",968,"December 17th, 2014","December 17th, 2015"
"969",969,"December 26th, 2013","December 26th, 2014"
"970",970,"March 4th, 2013","March 4th, 2014"
"971",971,"July 26th, 2012","July 26th, 2013"
"972",972,"March 8th, 2017","March 8th, 2018"
"973",973,"November 16th, 2015","November 15th, 2016"
"974",974,"June 25th, 2015","June 24th, 2016"
"975",975,"May 22nd, 2015","May 21st, 2016"
"976",976,"March 11th, 2015","March 10th, 2016"
"977",977,"February 15th, 2015","February 15th, 2016"
"978",978,"January 8th, 2015","January 8th, 2016"
"979",979,"December 17th, 2014","December 17th, 2015"
"980",980,"November 4th, 2014","November 4th, 2015"
"981",981,"May 9th, 2014","May 9th, 2015"
"982",982,"February 4th, 2014","February 4th, 2015"
"983",983,"August 30th, 2012","August 30th, 2013"
"984",984,"August 20th, 2012","August 20th, 2013"
"985",985,"January 23rd, 2012","January 22nd, 2013"
"986",986,"September 22nd, 2011","September 21st, 2012"
"987",987,"July 14th, 2017","July 14th, 2018"
"988",988,"June 21st, 2017","June 21st, 2018"
"989",989,"March 28th, 2015","March 27th, 2016"
"990",990,"March 4th, 2015","March 3rd, 2016"
"991",991,"January 2nd, 2015","January 2nd, 2016"
"992",992,"December 18th, 2014","December 18th, 2015"
"993",993,"May 28th, 2014","May 28th, 2015"
"994",994,"September 14th, 2012","September 14th, 2013"
"995",995,"September 4th, 2012","September 4th, 2013"
"996",996,"August 30th, 2012","August 30th, 2013"
"997",997,"July 3rd, 2012","July 3rd, 2013"
"998",998,"February 13th, 2012","February 12th, 2013"
"999",999,"January 16th, 2018","January 16th, 2019"
"1000",1000,"August 28th, 2017","August 28th, 2018"
"1001",1001,"September 9th, 2016","September 9th, 2017"
"1002",1002,"August 2nd, 2016","August 2nd, 2017"
"1003",1003,"July 22nd, 2016","July 22nd, 2017"
"1004",1004,"July 23rd, 2015","July 22nd, 2016"
"1005",1005,"May 6th, 2015","May 5th, 2016"
"1006",1006,"January 26th, 2015","January 26th, 2016"
"1007",1007,"January 15th, 2015","January 15th, 2016"
"1008",1008,"December 15th, 2014","December 15th, 2015"
"1009",1009,"June 30th, 2014","June 30th, 2015"
"1010",1010,"December 26th, 2013","December 26th, 2014"
"1011",1011,"May 29th, 2013","May 29th, 2014"
"1012",1012,"September 11th, 2012","September 11th, 2013"
"1013",1013,"July 3rd, 2012","July 3rd, 2013"
"1014",1014,"December 8th, 2017","December 8th, 2018"
"1015",1015,"August 23rd, 2017","August 23rd, 2018"
"1016",1016,"July 7th, 2017","July 7th, 2018"
"1017",1017,"May 12th, 2017","May 12th, 2018"
"1018",1018,"July 17th, 2015","July 16th, 2016"
"1019",1019,"January 13th, 2015","January 13th, 2016"
"1020",1020,"December 18th, 2014","December 18th, 2015"
"1021",1021,"December 16th, 2014","December 16th, 2015"
"1022",1022,"November 23rd, 2014","November 23rd, 2015"
"1023",1023,"October 16th, 2014","October 16th, 2015"
"1024",1024,"July 16th, 2014","July 16th, 2015"
"1025",1025,"June 10th, 2014","June 10th, 2015"
"1026",1026,"December 26th, 2013","December 26th, 2014"
"1027",1027,"December 26th, 2013","December 26th, 2014"
"1028",1028,"December 26th, 2013","December 26th, 2014"
"1029",1029,"July 11th, 2012","July 11th, 2013"
"1030",1030,"April 13th, 2010","April 13th, 2011"
"1031",1031,"June 22nd, 2017","June 22nd, 2018"
"1032",1032,"May 26th, 2014","May 26th, 2015"
"1033",1033,"August 30th, 2012","August 30th, 2013"
"1034",1034,"August 29th, 2012","August 29th, 2013"
"1035",1035,"July 3rd, 2012","July 3rd, 2013"
"1036",1036,"February 23rd, 2012","February 22nd, 2013"
"1037",1037,"January 25th, 2011","January 25th, 2012"
"1038",1038,"October 8th, 2015","October 7th, 2016"
"1039",1039,"July 17th, 2015","July 16th, 2016"
"1040",1040,"June 18th, 2015","June 17th, 2016"
"1041",1041,"May 28th, 2015","May 27th, 2016"
"1042",1042,"May 25th, 2015","May 24th, 2016"
"1043",1043,"May 23rd, 2015","May 22nd, 2016"
"1044",1044,"May 22nd, 2015","May 21st, 2016"
"1045",1045,"March 11th, 2015","March 10th, 2016"
"1046",1046,"April 11th, 2014","April 11th, 2015"
"1047",1047,"September 4th, 2012","September 4th, 2013"
"1048",1048,"May 22nd, 2012","May 22nd, 2013"
"1049",1049,"December 21st, 2011","December 20th, 2012"
"1050",1050,"August 12th, 2016","August 12th, 2017"
"1051",1051,"November 10th, 2015","November 9th, 2016"
"1052",1052,"October 23rd, 2015","October 22nd, 2016"
"1053",1053,"February 27th, 2015","February 27th, 2016"
"1054",1054,"November 4th, 2014","November 4th, 2015"
"1055",1055,"October 23rd, 2014","October 23rd, 2015"
"1056",1056,"April 14th, 2014","April 14th, 2015"
"1057",1057,"June 5th, 2013","June 5th, 2014"
"1058",1058,"January 25th, 2012","January 24th, 2013"
"1059",1059,"January 25th, 2012","January 24th, 2013"
"1060",1060,"March 15th, 2011","March 14th, 2012"
"1061",1061,"March 11th, 2016","March 11th, 2017"
"1062",1062,"February 26th, 2016","February 25th, 2017"
"1063",1063,"January 6th, 2015","January 6th, 2016"
"1064",1064,"October 17th, 2014","October 17th, 2015"
"1065",1065,"April 30th, 2014","April 30th, 2015"
"1066",1066,"January 28th, 2014","January 28th, 2015"
"1067",1067,"May 4th, 2011","May 3rd, 2012"
"1068",1068,"March 15th, 2011","March 14th, 2012"
"1069",1069,"December 8th, 2017","December 8th, 2018"
"1070",1070,"September 8th, 2017","September 8th, 2018"
"1071",1071,"August 23rd, 2017","August 23rd, 2018"
"1072",1072,"February 11th, 2016","February 10th, 2017"
"1073",1073,"November 17th, 2015","November 16th, 2016"
"1074",1074,"July 17th, 2015","July 16th, 2016"
"1075",1075,"April 23rd, 2014","April 23rd, 2015"
"1076",1076,"April 17th, 2014","April 17th, 2015"
"1077",1077,"February 4th, 2014","February 4th, 2015"
"1078",1078,"February 13th, 2013","February 13th, 2014"
"1079",1079,"September 17th, 2012","September 17th, 2013"
"1080",1080,"February 3rd, 2016","February 2nd, 2017"
"1081",1081,"November 23rd, 2014","November 23rd, 2015"
"1082",1082,"April 26th, 2014","April 26th, 2015"
"1083",1083,"January 17th, 2014","January 17th, 2015"
"1084",1084,"",""
"1085",1085,"September 4th, 2012","September 4th, 2013"
"1086",1086,"August 30th, 2012","August 30th, 2013"
"1087",1087,"January 22nd, 2016","January 21st, 2017"
"1088",1088,"November 16th, 2015","November 15th, 2016"
"1089",1089,"December 18th, 2014","December 18th, 2015"
"1090",1090,"December 26th, 2013","December 26th, 2014"
"1091",1091,"June 6th, 2013","June 6th, 2014"
"1092",1092,"August 30th, 2012","August 30th, 2013"
"1093",1093,"February 8th, 2012","February 7th, 2013"
"1094",1094,"June 17th, 2010","June 17th, 2011"
"1095",1095,"November 3rd, 2017","November 3rd, 2018"
"1096",1096,"April 6th, 2017","April 6th, 2018"
"1097",1097,"April 26th, 2016","April 26th, 2017"
"1098",1098,"August 27th, 2015","August 26th, 2016"
